year,title,author,cover_image
2006,Moral Disorder,Margaret Atwood,http://books.google.com/books/content?id=ZSWyq1rJMXoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,The View from the Castle,Alice Munro,http://books.google.com/books/content?id=1nbuP1yK1g4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,Bloodletting & Miraculous Cures,Vincent Lam,http://books.google.com/books/content?id=P3Zud8S_qUcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,A Complicated Kindness,Miriam Toews,http://books.google.com/books/content?id=ftoREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,http://books.google.com/books/content?id=VKGbb1hg8JAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,Race Against Time: Searching for Hope in AIDS-Ravaged Africa,Stephen Lewis,http://books.google.com/books/content?id=g6BZOLfrU_UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,Searching for Bobby Orr,Stephen Brunt,http://books.google.com/books/content?id=N9S5cptJZ30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,Heart Matters,Adrienne Clarkson,http://books.google.com/books/content?id=rfdSB-Dm_qUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,Nixon in China: The Week That Changed the World,Margaret MacMillan,http://books.google.com/books/content?id=Aw4GV2maku4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
2006,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,http://books.google.com/books/content?id=yBDBEGBIUmgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,Shake Hands With The Devil: The Failure of Humanity in Rwanda,Romeo Dallaire,http://books.google.com/books/content?id=tNKExJ3MBIQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,Race Against Time: Searching for Hope in AIDS-Ravaged Africa,Stephen Lewis,http://books.google.com/books/content?id=g6BZOLfrU_UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2006,Vengeance: The True Story of an Israeli Counter-Terrorist Team,George Jonas,http://books.google.com/books/content?id=2FRsQe8YsnMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2007,Divisadero,Michael Ondaatje,http://books.google.com/books/content?id=fB153GOeKWMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2007,Lullabies for Little Criminals,Heather O'Neill,http://books.google.com/books/content?id=Mq_rCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2007,Bloodletting & Miraculous Cures,Vincent Lam,http://books.google.com/books/content?id=P3Zud8S_qUcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2007,The Birth House,Ami McKay,http://books.google.com/books/content?id=Ji9AmNAI3CMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2007,Wikinomics: How Mass Collaboration Changes Everything,"Don Tapscott, Anthony D. Williams",http://books.google.com/books/content?id=DVomiOeBg_YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2007,The Rick Mercer Report: The Book,Rick Mercer,http://books.google.com/books/content?id=5xeNO-vfddgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2007,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,http://books.google.com/books/content?id=VKGbb1hg8JAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2007,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,http://books.google.com/books/content?id=yBDBEGBIUmgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,The Shack,William P. Young,http://books.google.com/books/content?id=w6Z48NigUUgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,The Flying Troutmans,Miriam Toews,http://books.google.com/books/content?id=CeEREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,The Gargoyle,Andrew Davidson,http://books.google.com/books/content?id=XjhVLCIziEkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,Through Black Spruce,Joseph Boyden,http://books.google.com/books/content?id=CjOBknwHLLYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,Late Nights On Air,Elizabeth Hay,http://books.google.com/books/content?id=OYpntV4CpTAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,The Book of Negroes,Lawrence Hill,http://books.google.com/books/content?id=iFlAAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2008,Water for Elephants,Sara Gruen,http://books.google.com/books/content?id=TUwPATEThLoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,Don Cherry's Hockey Stories and Stuff,"Don Cherry, Al Strachan",http://books.google.com/books/content?id=z7OFASl5N9oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,Payback: Debt and the Shadow Side of Wealth,Margaret Atwood,http://books.google.com/books/content?id=ytxLXWxPMqgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,What Is America? A Short History of the New World Order,Ronald Wright,http://books.google.com/books/content?id=Pw4mdYH-ecUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,An Imperfect Offering: Humanitarian Action for the Twenty-First Century,James Orbinski,http://books.google.com/books/content?id=liFc_dDLlNQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,Outliers: The Story of Success,Malcolm Gladwell,http://books.google.com/books/content?id=3NSImqqnxnkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,http://books.google.com/books/content?id=Pse7S3Q8YYQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,Christian Lander,http://books.google.com/books/content?id=lWipWdrHsMwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,Who Owns Canada Now?,Diane Francis,http://books.google.com/books/content?id=A8GbAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2008,A Fair Country: Telling Truths About Canada,John Ralston Saul,http://books.google.com/books/content?id=yhpRLCTy5JcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,http://books.google.com/books/content?id=Qw7qj5nXSPUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,http://books.google.com/books/content?id=Pse7S3Q8YYQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,The Rick Mercer Report: The Book,Rick Mercer,http://books.google.com/books/content?id=5xeNO-vfddgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,http://books.google.com/books/content?id=VKGbb1hg8JAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,"Fifteen Days: Stories of Bravery, Friendship, Life and Death from Inside the New Canadian Army",Christie Blatchford,http://books.google.com/books/content?id=DGENKHE11U8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2008,The Prisoner of Tehran,Marina Nemat,http://books.google.com/books/content?id=M2Y2HxcNWekC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2008,This is Your Brain on Music: The Science of a Human Obsession,Daniel J. Levitin,http://books.google.com/books/content?id=prV4UrZ2df0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,The Shack,William P. Young,http://books.google.com/books/content?id=w6Z48NigUUgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,Through Black Spruce,Joseph Boyden,http://books.google.com/books/content?id=CjOBknwHLLYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,The Year of the Flood,Margaret Atwood,http://books.google.com/books/content?id=0l9oTp6IBeEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,Too Much Happiness,Alice Munro,http://books.google.com/books/content?id=DOxW6Z01SzQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,The Bishop's Man,Linden MacIntyre,http://books.google.com/books/content?id=_tkREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,The Book of Negroes,Lawrence Hill,http://books.google.com/books/content?id=iFlAAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2009,Outliers: The Story of Success,Malcolm Gladwell,http://books.google.com/books/content?id=3NSImqqnxnkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,Always Looking Up,Michael J. Fox,http://books.google.com/books/content?id=MUqZAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,Playing with Fire,"Theo Fleury, Kirstie McLellan Day",http://books.google.com/books/content?id=uOyx1dlvTcgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,Why Your World is About to Get a Whole Lot Smaller: Oil and the End of Globalization,Jeff Rubin,http://books.google.com/books/content?id=o3gFXHafYYcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,Slow Death by Rubber Duck: How the Toxicity of Everyday Life Affects Our Health,"Rick Smith, Bruce Lourie",http://books.google.com/books/content?id=MTPj_wmxr6EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,Payback: Debt and the Shadow Side of Wealth,Margaret Atwood,http://books.google.com/books/content?id=ytxLXWxPMqgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,All of Me: A Memoir,"Anne Murray, Michael Posner",http://books.google.com/books/content?id=eD-Vs4efgbcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,What the Dog Saw: And Other Adventures,Malcolm Gladwell,http://books.google.com/books/content?id=WJOYngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2009,Shakedown: How Our Government is Undermining Democracy In the Name of Human Rights,Ezra Levant,http://books.google.com/books/content?id=wcJmmW-fIE8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,"A Soldier First: Bullets, Bureaucrats and the Politics of War",Rick Hillier,http://books.google.com/books/content?id=aItD5u6vOrQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,Unmasked: The Final Years of Michael Jackson,Ian Halperin,http://books.google.com/books/content?id=wyaFQdNxU7sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,http://books.google.com/books/content?id=yBDBEGBIUmgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,http://books.google.com/books/content?id=VKGbb1hg8JAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,http://books.google.com/books/content?id=Qw7qj5nXSPUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2009,Don Cherry's Hockey Stories and Stuff,"Don Cherry, Al Strachan",http://books.google.com/books/content?id=z7OFASl5N9oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,Secret Daughter,Shilpi Somaya Gowda,http://books.google.com/books/content?id=GHgzwHBXrEAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,The Bishop's Man,Linden MacIntyre,http://books.google.com/books/content?id=_tkREAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,Beatrice and Virgil,Yann Martel,http://books.google.com/books/content?id=O6JcPNSExiYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2010,The Shack,William P. Young,http://books.google.com/books/content?id=w6Z48NigUUgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,Room,Emma Donoghue,http://books.google.com/books/content?id=j4yzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,The Book of Negroes,Lawrence Hill,http://books.google.com/books/content?id=iFlAAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2010,Outliers: The Story of Success,Malcolm Gladwell,http://books.google.com/books/content?id=3NSImqqnxnkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,What the Dog Saw: And Other Adventures,Malcolm Gladwell,http://books.google.com/books/content?id=WJOYngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2010,I Shall Not Hate,Izzeldin Abuelaish,http://books.google.com/books/content?id=2ooAgL-6MLgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,Playing with Fire,"Theo Fleury, Kirstie McLellan Day",http://books.google.com/books/content?id=uOyx1dlvTcgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,A Funny Thing Happened on the Way to the Future,Michael J. Fox,http://books.google.com/books/content?id=TVaZAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,Changing My Mind,Margaret Trudeau,http://books.google.com/books/content?id=wS3fH6xrQ1IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,Tough Guy: My Life on the Edge,"Bob Probert, Kirstie McLellan Day",http://books.google.com/books/content?id=QZZmBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,http://books.google.com/books/content?id=VKGbb1hg8JAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,http://books.google.com/books/content?id=yBDBEGBIUmgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,http://books.google.com/books/content?id=Qw7qj5nXSPUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,Playing with Fire,"Theo Fleury, Kirstie McLellan Day",http://books.google.com/books/content?id=uOyx1dlvTcgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,Always Looking Up: The Adventures of an Incurable Optimist,Michael J. Fox,http://books.google.com/books/content?id=MUqZAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2010,Why Your World is About to Get a Whole Lot Smaller: Oil and the End of Globalization,Jeff Rubin,http://books.google.com/books/content?id=o3gFXHafYYcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,Secret Daughter,Shilpi Somaya Gowda,http://books.google.com/books/content?id=GHgzwHBXrEAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,Room,Emma Donoghue,http://books.google.com/books/content?id=j4yzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,The Cat's Table,Michael Ondaatje,http://books.google.com/books/content?id=IAptB4TZ3nkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,Alone in the Classroom,Elizabeth Hay,http://books.google.com/books/content?id=lwEtBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,Irma Voth,Miriam Toews,http://books.google.com/books/content?id=x8JGSYkQlgMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,The Sentimentalists,Johanna Skibsrud,http://books.google.com/books/content?id=PBBog72ukuEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,Half-Blood Blues,Esi Edugyan,http://books.google.com/books/content?id=gOLgAuSIHnEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,Water for Elephants,Sara Gruen,http://books.google.com/books/content?id=TUwPATEThLoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,Room,Emma Donoghue,http://books.google.com/books/content?id=j4yzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,The Best Laid Plans,Terry Fallis,http://books.google.com/books/content?id=ubV87t0Bc-wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,From This Moment On,Shania Twain,http://books.google.com/books/content?id=3jtDzg9xHpwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,The Tiger: A True Story of Vengeance and Survival,John Vaillant,http://books.google.com/books/content?id=tWtQ9M6opbIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,After America: Get Ready for Armageddon,Mark Steyn,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327948639i/6443841.jpg
2011,Under an Afghan Sky: A Memoir of Captivity,Mellissa Fung,http://books.google.com/books/content?id=0YJGi29Jz-0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,Tough Guy: My Life on the Edge,"Bob Probert, Kirstie McLellan Day",http://books.google.com/books/content?id=QZZmBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,A Matter of Principle,Conrad Black,http://books.google.com/books/content?id=oYP90XbaVMkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,"Nation Maker: Sir John A. Macdonald: His Life, Our Times Vol. Two 1967-1891",Richard Gwyn,http://books.google.com/books/content?id=ljccKC4pbqsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,What the Dog Saw: And Other Adventures,Malcolm Gladwell,http://books.google.com/books/content?id=WJOYngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2011,Outliers: The Story of Success,Malcolm Gladwell,http://books.google.com/books/content?id=3NSImqqnxnkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,http://books.google.com/books/content?id=Qw7qj5nXSPUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,http://books.google.com/books/content?id=yBDBEGBIUmgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,Playing with Fire,"Theo Fleury, Kirstie McLellan Day",http://books.google.com/books/content?id=uOyx1dlvTcgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2011,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,http://books.google.com/books/content?id=VKGbb1hg8JAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,The Sisters Brothers,Patrick deWitt,http://books.google.com/books/content?id=4F70bFxYJagC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,Half-Blood Blues,Esi Edugyan,http://books.google.com/books/content?id=gOLgAuSIHnEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,419,Will Ferguson,https://books.google.co.uk/books/content?id=cf44NkwwcC4C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71pCfry8FB-t3IQJ-ooEHIMNi_niqNp7dpkHkYQ4GWoe2v4yG5l3ssTkeiG5xhaxmICG77Qfk1EDrhrGsdX3Gl6DCrPafh3v-6AmJmOMKBwk_0MNXB_B_ys08byp6es08a74J3G
2012,The Cat's Table,Michael Ondaatje,http://books.google.com/books/content?id=IAptB4TZ3nkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,Gabriel's Inferno,Sylvain Reynard,http://books.google.com/books/content?id=CbLOuqfEdHcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,Gabriel's Rapture,Sylvain Reynard,http://books.google.com/books/content?id=_dlDRtUF3VoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,Life of Pi,Yann Martel,http://books.google.com/books/content?id=bM79cwyK4woC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,The End of Growth,Jeff Rubin,http://books.google.com/books/content?id=y4oCqP_yY4EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,Waging Heavy Peace,Neil Young,http://books.google.com/books/content?id=Sa2KDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,"Into the Silence: The Great War, Mallory, and the Conquest of Everest",Wade Davis,http://books.google.com/books/content?id=ZQsLrPO0TuoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,A Thousand Farewells: A Reporter's Journey from Refugee Camp to the Arab Spring,Nahlah Ayed,http://books.google.com/books/content?id=Ee5a0Clo8bYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,A Nation Worth Ranting About,Rick Mercer,http://books.google.com/books/content?id=Ps9vDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,The Kind of Life It's Been: A Memoir,Lloyd Robertson,http://books.google.com/books/content?id=-EYkfId5JmYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,1982,Jian Ghomeshi,http://books.google.com/books/content?id=bzik6FnGPsgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2012,The Tiger: A True Story of Vengeance and Survival,John Vaillant,http://books.google.com/books/content?id=tWtQ9M6opbIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,Something Fierce: Memoirs of a Revolutionary Daughter,Carmen Aguirre,http://books.google.com/books/content?id=h8pvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,Outliers: The Story of Success,Malcolm Gladwell,http://books.google.com/books/content?id=3NSImqqnxnkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2012,The Prisoner of Tehran,Marina Nemat,http://books.google.com/books/content?id=M2Y2HxcNWekC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2012,The Game,Ken Dryden,http://books.google.com/books/content?id=AzAmc5usXAEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,419,Will Ferguson,https://books.google.co.uk/books/content?id=cf44NkwwcC4C&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71pCfry8FB-t3IQJ-ooEHIMNi_niqNp7dpkHkYQ4GWoe2v4yG5l3ssTkeiG5xhaxmICG77Qfk1EDrhrGsdX3Gl6DCrPafh3v-6AmJmOMKBwk_0MNXB_B_ys08byp6es08a74J3G
2013,The Painted Girls,Cathy Marie Buchanan,http://books.google.com/books/content?id=ML1x0QKHtF4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,S.E.C.R.E.T.,L. Marie Adeline,http://books.google.com/books/content?id=-M2sdfquhXwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2013,The Orenda,Joseph Boyden,http://books.google.com/books/content?id=T6YcAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,The Imposter Bride,Nancy Richler,http://books.google.com/books/content?id=dbGwXcAAfBcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,Life of Pi,Yann Martel,http://books.google.com/books/content?id=bM79cwyK4woC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,Dear Life: Stories,Alice Munro,http://books.google.com/books/content?id=34IMBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,Orr: My Story,Bobby Orr,http://books.google.com/books/content?id=RPKzx1E5z4sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,An Astronaut's Guide to Life on Earth,Chris Hadfield,http://books.google.com/books/content?id=fohmsLst158C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,http://books.google.com/books/content?id=oICRAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,A House in the Sky,"Amanda Lindhout, Sara Corbett",http://books.google.com/books/content?id=D4_HAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,The Flood of 2013: A Summer of Angry Rivers in Southern Alberta,Calgary Herald staff,http://books.google.com/books/content?id=qIU7ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2013,A Great Game: The Forgotten Leafs and the Rise of Professional Hockey,Stephen J. Harper,http://books.google.com/books/content?id=NUOIAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,"The Cold Hard Truth on Men, Women and Money",Kevin O'Leary,http://books.google.com/books/content?id=bR3rzF0ycDIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,The War that Ended Peace: The Road to 1914,Margaret MacMillan,http://books.google.com/books/content?id=xjLz2685I74C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,Waging Heavy Peace,Neil Young,http://books.google.com/books/content?id=Sa2KDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,Outliers: The Story of Success,Malcolm Gladwell,http://books.google.com/books/content?id=3NSImqqnxnkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,The Power of Why,Amanda Lang,http://books.google.com/books/content?id=rUADs-rPGdgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,GSP: The Way of the Fight,Georges St. Pierre,http://books.google.com/books/content?id=nxlAwQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2013,Looptail: How One Company Changed the World by Reinventing Business,Bruce Poon Tip,http://books.google.com/books/content?id=K9GnRXR0jcsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2013,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,http://books.google.com/books/content?id=VKGbb1hg8JAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,The Orenda,Joseph Boyden,http://books.google.com/books/content?id=T6YcAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,Dear Life: Stories,Alice Munro,http://books.google.com/books/content?id=34IMBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,My Best Stories,Alice Munro,http://books.google.com/books/content?id=yrOMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2014,An Astronaut's Guide to Life on Earth,Chris Hadfield,http://books.google.com/books/content?id=fohmsLst158C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,Orr: My Story,Bobby Orr,http://books.google.com/books/content?id=RPKzx1E5z4sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,You Are Here: Around the World in 92 Seconds,Chris Hadfield,http://books.google.com/books/content?id=SimOAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,http://books.google.com/books/content?id=oICRAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,Mr. Hockey: The Autobiography,Gordie Howe,http://books.google.com/books/content?id=DedhAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2014,A House in the Sky,"Amanda Lindhout, Sara Corbett",http://books.google.com/books/content?id=D4_HAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
